19,15,0.00,:
19,16,0.0,:
19,17,0.0,:
19,18,4750.00,:
19,19,0.0,:
19,20,3000.00,:
19,21,8260.00,:
19,22,0.00,:
19,23,0.00,:
19,24,0.00,:
19,25,0.00,:
19,26,0.00,:
19,27,0.00,:
19,28,120.00,:
19,29,1680.00,:
19,30,0.0,:
19,31,6020.00,:
19,32,0.0,:
19,33,31510.00,:
19,34,580.00,:
19,35,50.00,:
19,36,190.00,:
19,37,0.0,:
19,38,1200.00,:
19,39,3440.00,:
19,40,10.00,:
19,41,29270.00,:
19,42,1820.00,:
19,43,7930.00,:
19,44,4790.00,:
19,45,0.0,:
19,46,0.0,:
19,47,226875.69,:
19,48,6270.00,:
19,49,880.00,:
19,50,70.00,:
19,51,7480.00,:
19,52,130.00,:
19,53,10.00,:
19,54,310.00,:
19,55,0.0,:
19,56,2260.00,:
19,57,180789.33,:
19,58,7890.00,:
19,59,3031221.58,:
19,60,140089.38,:
19,61,20210.00,:
19,62,0.0,:
19,63,19640.00,:
19,64,530.00,:
19,65,98620.00,:
19,66,2670.00,:
19,67,590.00,:
19,68,200.00,:
19,69,720.00,:
19,70,690.00,:
19,71,1470.00,:
19,72,340.00,:
19,73,0.0,:
19,74,1300.00,:
19,75,0.0,:
19,76,37270.00,:
19,77,1593117.73,:
19,78,74290.00,:
19,79,12180.00,:
19,80,1090.00,:
19,81,320.00,:
19,82,400.00,:
19,83,2370.00,:
19,84,730.00,:
19,85,970.00,:
19,86,380.00,:
19,87,4750.00,:
19,88,2020.00,:
19,89,2750.00,:
19,90,340.00,:
19,91,17730.00,:
19,92,1050.00,:
19,93,0.0,:
19,94,30360.00,:
19,95,301531.78,:
19,96,12490.00,:
19,97,2990.00,:
19,98,130.00,:
19,99,2750.00,:
19,100,570.00,:
19,101,3090.00,:
19,102,520.00,:
19,103,38240.00,:
19,104,2050.00,:
19,105,104704.37,:
19,106,6570.00,:
19,107,1210.00,:
19,108,190.00,:
19,109,8140.00,:
19,110,1280.00,:
19,111,16110.00,:
19,112,710.00,:
19,113,580.00,:
19,114,1060.00,:
19,115,4620.00,:
19,116,3180.00,:
19,117,735348.19,:
19,118,66730.00,:
19,119,0.0,:
19,120,970.00,:
19,121,4150.00,:
19,122,860.00,:
19,123,111619.60,:
19,124,7720.00,:
19,125,1140.00,:
19,126,110.00,:
19,127,230.00,:
19,128,50.00,:
19,129,170.00,:
19,130,500.00,:
19,131,3220.00,:
19,132,6760.00,:
19,133,244851.99,:
19,134,28800.00,:
19,135,217642.07,:
19,136,18330.00,:
19,137,4830.00,:
19,138,890.00,:
19,139,11240.00,:
19,140,820.00,:
19,141,170.00,:
19,142,140.00,:
19,143,180.00,:
19,144,150.00,:
19,145,860.00,:
19,146,120.00,:
19,147,1530.00,:
19,148,250.00,:
19,149,0.0,:
19,150,1650.00,:
19,151,21680.00,:
19,152,1950.00,:
19,153,1073652.57,:
19,154,85770.00,:
19,155,14550.00,:
19,156,900.00,:
19,157,290.00,:
19,158,100.00,:
19,159,640.00,:
19,160,110.00,:
19,161,5760.00,:
19,162,930.00,:
19,163,121954.19,:
19,164,15130.00,:
19,165,1790.00,:
19,166,220.00,:
19,167,6200.00,:
19,168,810.00,:
19,169,290023.20,:
19,170,23200.00,:
19,171,4650.00,:
19,172,340.00,:
19,173,390.00,:
19,174,270.00,:
19,175,1300.00,:
19,176,160.00,:
19,177,640.00,:
19,178,80.00,:
19,179,880.00,:
19,180,190.00,:
19,181,490.00,:
19,182,30.00,:
19,183,930.00,:
19,184,190.00,:
19,185,0.0,:
19,186,2450.00,:
19,187,760.00,:
19,188,30.00,:
19,189,320.00,:
19,190,50.00,:
19,191,450.00,:
19,192,110.00,:
19,193,7910.00,:
19,194,950.00,:
19,195,1070.00,:
19,196,110.00,:
19,197,2040.00,:
19,198,160.00,:
19,199,400.00,:
19,200,60.00,:
19,201,160.00,:
19,202,50.00,:
19,203,210.00,:
19,204,70.00,:
19,205,500.00,:
19,206,40.00,:
19,207,700.00,:
19,208,70.00,:
19,209,29270.00,:
19,210,3220.00,:
19,211,1220.00,:
19,212,130.00,:
19,213,280.00,:
19,214,70.00,:
19,215,290.00,:
19,216,70.00,:
19,217,80.00,:
19,218,30.00,:
19,219,740.00,:
19,220,60.00,:
19,221,7230.00,:
19,222,1080.00,:
19,223,400.00,:
19,224,20.00,:
19,225,8650.00,:
19,226,1220.00,:
19,227,1400.00,:
19,228,170.00,:
19,229,1080.00,:
19,230,50.00,:
19,231,100.00,:
19,232,50.00,:
19,233,80.00,:
19,234,0.00,:
19,235,70.00,:
19,236,50.00,:
19,237,790.00,:
19,238,110.00,:
19,239,910.00,:
