19,15,0.00,:
19,16,0.0,:
19,17,0.0,:
19,18,1080.00,:
19,19,0.0,:
19,20,660.00,:
19,21,2660.00,:
19,22,0.00,:
19,23,0.00,:
19,24,0.00,:
19,25,0.00,:
19,26,0.00,:
19,27,0.00,:
19,28,130.00,:
19,29,1060.00,:
19,30,0.0,:
19,31,2600.00,:
19,32,0.0,:
19,33,7480.00,:
19,34,250.00,:
19,35,20.00,:
19,36,0.00,:
19,37,0.0,:
19,38,190.00,:
19,39,840.00,:
19,40,0.00,:
19,41,12860.00,:
19,42,590.00,:
19,43,2460.00,:
19,44,5310.00,:
19,45,0.0,:
19,46,0.0,:
19,47,85860.00,:
19,48,1970.00,:
19,49,490.00,:
19,50,0.00,:
19,51,1510.00,:
19,52,0.00,:
19,53,60.00,:
19,54,80.00,:
19,55,0.0,:
19,56,740.00,:
19,57,224703.95,:
19,58,9490.00,:
19,59,1589319.77,:
19,60,69800.00,:
19,61,13960.00,:
19,62,0.0,:
19,63,11640.00,:
19,64,350.00,:
19,65,33100.00,:
19,66,950.00,:
19,67,210.00,:
19,68,80.00,:
19,69,290.00,:
19,70,340.00,:
19,71,560.00,:
19,72,50.00,:
19,73,0.0,:
19,74,970.00,:
19,75,0.0,:
19,76,39320.00,:
19,77,846596.68,:
19,78,36310.00,:
19,79,4950.00,:
19,80,850.00,:
19,81,340.00,:
19,82,200.00,:
19,83,1210.00,:
19,84,650.00,:
19,85,990.00,:
19,86,250.00,:
19,87,3610.00,:
19,88,1290.00,:
19,89,2960.00,:
19,90,200.00,:
19,91,7420.00,:
19,92,1470.00,:
19,93,0.0,:
19,94,60780.00,:
19,95,151075.66,:
19,96,6540.00,:
19,97,1810.00,:
19,98,70.00,:
19,99,1820.00,:
19,100,340.00,:
19,101,3910.00,:
19,102,370.00,:
19,103,56340.00,:
19,104,3290.00,:
19,105,44760.00,:
19,106,2440.00,:
19,107,810.00,:
19,108,100.00,:
19,109,3670.00,:
19,110,2430.00,:
19,111,39280.00,:
19,112,1340.00,:
19,113,1590.00,:
19,114,290.00,:
19,115,9320.00,:
19,116,1030.00,:
19,117,504464.51,:
19,118,44440.00,:
19,119,0.0,:
19,120,2930.00,:
19,121,4450.00,:
19,122,650.00,:
19,123,52020.00,:
19,124,3070.00,:
19,125,1080.00,:
19,126,190.00,:
19,127,330.00,:
19,128,70.00,:
19,129,250.00,:
19,130,950.00,:
19,131,15680.00,:
19,132,35310.00,:
19,133,752275.63,:
19,134,72660.00,:
19,135,111856.82,:
19,136,7760.00,:
19,137,2330.00,:
19,138,1350.00,:
19,139,28570.00,:
19,140,2040.00,:
19,141,250.00,:
19,142,50.00,:
19,143,70.00,:
19,144,80.00,:
19,145,290.00,:
19,146,140.00,:
19,147,1880.00,:
19,148,290.00,:
19,149,0.0,:
19,150,22770.00,:
19,151,55170.00,:
19,152,4380.00,:
19,153,768462.31,:
19,154,61410.00,:
19,155,9950.00,:
19,156,530.00,:
19,157,330.00,:
19,158,20.00,:
19,159,540.00,:
19,160,110.00,:
19,161,8760.00,:
19,162,1270.00,:
19,163,165557.43,:
19,164,20710.00,:
19,165,3190.00,:
19,166,500.00,:
19,167,22270.00,:
19,168,1650.00,:
19,169,1466060.69,:
19,170,118962.65,:
19,171,23230.00,:
19,172,1450.00,:
19,173,630.00,:
19,174,210.00,:
19,175,1130.00,:
19,176,230.00,:
19,177,890.00,:
19,178,250.00,:
19,179,1740.00,:
19,180,280.00,:
19,181,570.00,:
19,182,110.00,:
19,183,2340.00,:
19,184,300.00,:
19,185,0.0,:
19,186,110959.47,:
19,187,24850.00,:
19,188,1500.00,:
19,189,1120.00,:
19,190,160.00,:
19,191,1330.00,:
19,192,250.00,:
19,193,6100.00,:
19,194,560.00,:
19,195,7680.00,:
19,196,580.00,:
19,197,1050.00,:
19,198,150.00,:
19,199,460.00,:
19,200,140.00,:
19,201,430.00,:
19,202,90.00,:
19,203,370.00,:
19,204,40.00,:
19,205,890.00,:
19,206,200.00,:
19,207,1740.00,:
19,208,130.00,:
19,209,132020.17,:
19,210,15580.00,:
19,211,8910.00,:
19,212,990.00,:
19,213,1210.00,:
19,214,190.00,:
19,215,920.00,:
19,216,100.00,:
19,217,130.00,:
19,218,70.00,:
19,219,2010.00,:
19,220,400.00,:
19,221,6340.00,:
19,222,910.00,:
19,223,970.00,:
19,224,100.00,:
19,225,280560.00,:
19,226,31980.00,:
19,227,10440.00,:
19,228,1130.00,:
19,229,1300.00,:
19,230,70.00,:
19,231,60.00,:
19,232,20.00,:
19,233,80.00,:
19,234,10.00,:
19,235,150.00,:
19,236,70.00,:
19,237,3800.00,:
19,238,520.00,:
